book_name,Chapter,Content,Embedding
U-SD04_final_extracted_pages_90_to_179.pdf,CHAPTER 7,"Archive Filter Form Archive data ﬁlters deﬁne which data entries will be stored within the speciﬁed archive in which sequence. They may only be deﬁned for existing archives and are always assigned to a certain archive. Thus, ﬁlter deﬁnitions are speciﬁed via the respective unique archive name. Archive Filter Form FIGURE  58 Basic structure of the Archive Filter Form (Direct TAs Worksheet) ■ SDM Menubar ■ Job Block ■ Command Block ■ Message Line ■ Status Line These form components are common in all SDM forms. For more information on these form components, refer to the section ’The Basic Structure of SDM Forms’ on page 19 in this document. SDM Toolbar SDM Menubar Job Block TA Table Status Line Command Block Master Block Filter Deﬁnition Block Worksheet Se- lection Group Archive Filter Form Master Block ■ Archive Name Shows the name of the selected archive. You can select another archive by entering its name or by selecting its name from a list of values. The following two ﬁelds display the restrictions regarding standard element and info, which have been deﬁned during archive deﬁnition: ■ Standard Element ■ Info Both ﬁelds are read-only. ☞ Note: Before you can use the Master Block, you must switch to Query Mode.","[-0.05167295038700104, 0.07878050953149796, 0.03625937178730965, 0.006944138091057539, 0.051298316568136215, -0.035884737968444824, -0.009325750172138214, -0.033262286335229874, -0.009312369860708714, -0.008288811892271042, 0.04185214638710022, -0.007720169145613909, 0.06197543069720268, -0.009947912767529488, 0.02621111087501049, -0.009145122021436691, -0.059567056596279144, 0.02906101755797863, 0.025341421365737915, -0.00447221240028739, 0.0710202008485794, 0.00939933955669403, -0.05555310472846031, -0.03264681622385979, 0.030934195965528488, 0.048863183706998825, -0.031201792880892754, 0.026318149641156197, -0.0008199334843084216, -0.19438235461711884, -0.02820470742881298, -0.010442966595292091, 0.022678833454847336, -0.05988817289471626, 0.028231466189026833, -0.018276864662766457, 0.04998708888888359, 0.035536859184503555, -0.05651645362377167, -0.007191665004938841, 0.025876615196466446, -0.010964781045913696, 0.036928363144397736, -0.0345735140144825, -0.03749031946063042, 0.052984174340963364, -0.04656185209751129, -0.024177374318242073, -0.0015804938739165664, 0.010155300609767437, -0.0268132034689188, 0.05167295038700104, 0.05461651459336281, 0.0779241994023323, -0.0398184098303318, 0.022304197773337364, 0.03666076809167862, 0.043136611580848694, -0.03508194535970688, -0.018504321575164795, 0.04284225404262543, 0.0003466215275693685, -0.14460933208465576, 0.08284798264503479, 0.02560901828110218, 0.04840826988220215, -0.023508382961153984, -0.025154102593660355, -0.02440483309328556, 0.003174367593601346, -0.023401344195008278, -0.003361685434356332, -0.060423366725444794, 0.0320313423871994, 0.044206999242305756, -0.05054904520511627, 0.017166336998343468, 0.0035791078116744757, -0.060476887971162796, -0.030666599050164223, -0.07203707098960876, -0.032058101147413254, 0.02523438259959221, -0.04388588294386864, 0.018504321575164795, -0.01222248561680317, 0.022558413445949554, -0.04880966618657112, -0.00731208361685276, -0.05022792890667915, 0.00807473435997963, -0.0036593868862837553, 0.04393940046429634, 0.08108184486627579, -0.03419887647032738, -0.02817794680595398, 0.02396329678595066, 0.08140295743942261, 0.06465139985084534, 0.36885547637939453, -0.07128779590129852, 0.03505518659949303, -0.020618336275219917, -0.04771251603960991, -0.005482390522956848, -0.028820179402828217, 0.03443971276283264, 0.0311215128749609, -0.03029196336865425, -0.009372579865157604, -0.004779948852956295, -0.006532708182930946, 0.016350166872143745, -0.0657217875123024, 0.05223490297794342, -0.02922157570719719, -0.00990777276456356, -0.0355101004242897, -0.0034586891997605562, -0.028472304344177246, -0.011794330552220345, -0.023816119879484177, 0.026197731494903564, 0.0005188870127312839, 0.060637444257736206, 0.037303000688552856, 0.045892857015132904, 0.03853394463658333, 0.08359725773334503, 0.04426051676273346, 0.07235818356275558, -0.03237921744585037, -0.09772636741399765, -0.03532278165221214, 0.03411859646439552, 0.06727384775876999, 0.054750315845012665, -0.07048501074314117, -0.007894107140600681, -0.05239546298980713, -0.056141819804906845, 0.06031632795929909, -0.00995460245758295, 0.02514072321355343, -0.10040233284235, 0.09976010024547577, -0.005599463824182749, 0.015841733664274216, -0.04535766690969467, -0.037945233285427094, -0.032058101147413254, 0.04353800788521767, 0.0414775125682354, -0.019481049850583076, 0.03128207102417946, -0.0027595923747867346, -0.03096095472574234, 0.03671428561210632, -0.037463556975126266, -0.043484486639499664, 0.01408897340297699, -0.026492087170481682, -0.007104696240276098, 0.12694793939590454, 0.03939025476574898, -0.043163370341062546, -0.06957518309354782, 0.041745107620954514, 0.04238734021782875, -0.0362861305475235, -0.015293159522116184, 0.027883591130375862, -0.03625937178730965, -0.0030890710186213255, -0.026264630258083344, -0.007104696240276098, 0.0036593868862837553, -0.013078795745968819, -0.04310985282063484, -0.01962822861969471, 0.0010193766793236136, -0.07166243344545364, -0.0216218251734972, 0.011045060120522976, 0.02130070887506008, -0.03171022608876228, -0.04080851748585701, 0.06775552034378052, 0.025221003219485283, 0.037463556975126266, -0.0173135157674551, 0.03080039657652378, 0.022652072831988335, 0.004124336410313845, -0.009104982949793339, -0.03682132437825203, 0.02095283381640911, 0.022357717156410217, -0.06031632795929909, -0.044340796768665314, 0.021541545167565346, 0.05946001783013344, -0.03264681622385979, 0.04426051676273346, -0.0795297846198082, 0.02396329678595066, 0.010837672278285027, 0.0022093465086072683, 0.06031632795929909, -0.036072053015232086, -0.13005205988883972, -0.0062350062653422356, -0.009372579865157604, -0.017273375764489174, 0.04292253404855728, -0.04658861085772514, 0.01408897340297699, -0.013593919575214386, 0.002659243531525135, 0.024391451850533485, 0.049050502479076385, -0.02108663134276867, 0.0011958234244957566, -0.307415246963501, 0.017433933913707733, -0.05151239410042763, 0.01589525304734707, 0.0025087203830480576, -0.011419695802032948, 0.08675489574670792, 0.0008190972148440778, -0.019414151087403297, 0.05624885484576225, 0.01918669417500496, -0.01700577884912491, -0.058175552636384964, -0.01150666456669569, 0.03476082906126976, 0.00812156405299902, 0.05089692026376724, -0.034332673996686935, -0.04198594391345978, -0.0031425904016941786, 0.02614421211183071, -0.023026708513498306, 0.0675414428114891, -0.01754097267985344, 0.08841399848461151, 0.04509006813168526, 0.0794762596487999, -0.005271657835692167, 0.027963871136307716, -0.01141300518065691, -0.01911979541182518, 0.005783436819911003, -0.028927218168973923, -0.048488549888134, 0.010616905055940151, -0.05062932148575783, -0.04375208541750908, 0.049880050122737885, 0.05204758793115616, -0.024163994938135147, -0.03853394463658333, -0.000874707184266299, 0.009800733998417854, -0.03650020807981491, 0.031228551641106606, 0.0336904413998127, -0.024832986295223236, -0.016631143167614937, 0.011760881170630455, -0.06422324478626251, 0.008650068193674088, -0.0037965301889926195, 0.003983847796916962, 0.028311746194958687, 0.014490368776023388, -0.024806227535009384, -0.010964781045913696, -0.03741003945469856, -0.012128827162086964, -0.054562997072935104, -0.025274522602558136, 0.014289671555161476, 0.0071180760860443115, -0.06732736527919769, -0.04043388366699219, 0.009118362329900265, -0.021929562091827393, 0.01747407391667366, 0.01434319093823433, -0.08910974860191345, -0.01576145365834236, 0.01918669417500496, -0.016738181933760643, -0.04286901280283928, -0.010489796288311481, 0.08589858561754227, -0.03235245868563652, -0.016202988103032112, 0.002030391013249755, -0.08541691303253174, 0.0032763888593763113, -0.008576478809118271, 0.03930997475981712, 0.06160079315304756, 0.01744731515645981, 0.09018013626337051, 0.017835330218076706, -0.018919097259640694, 0.06031632795929909, -0.027615994215011597, -0.007773688528686762, -0.013848137110471725, -0.021407747641205788, -0.004950541537255049, 0.02184928208589554, 0.002078892895951867, -0.25989004969596863, 0.02855258248746395, 0.07107371836900711, 0.0030188269447535276, 0.07808475941419601, -0.034867867827415466, 0.004007262643426657, -0.030693357810378075, -0.011473214253783226, -0.007552920840680599, -0.034867867827415466, 0.08338318020105362, 0.02273235283792019, -0.08284798264503479, -0.05260954052209854, 0.06759496033191681, 0.032058101147413254, -0.04498302936553955, 0.041263435035943985, 0.010175369679927826, -0.019869064912199974, -0.030184924602508545, 0.15702582895755768, 0.05812203511595726, -0.008663447573781013, 0.005428871139883995, -0.003070673905313015, 0.04632101207971573, 0.012115446850657463, 0.030184924602508545, 0.09114348888397217, -0.06470491737127304, 0.11313994228839874, -0.03179050609469414, -0.03703540191054344, 0.01150666456669569, -0.008650068193674088, 0.02975676953792572, 0.015587516129016876, 0.010489796288311481, -0.058710746467113495, 0.012148897163569927, -0.07931570708751678, 0.020364120602607727, 0.041263435035943985, -0.024712568148970604, -0.0311482734978199, 0.005830266047269106, -0.02254503406584263, -0.030345482751727104, -0.005214793607592583, 0.06936110556125641, -0.006693265866488218, -0.002829836681485176, 0.046802688390016556, 0.03510870784521103, -0.027455436065793037, 0.03529602289199829, 0.026478707790374756, -0.0311482734978199, -0.00406747218221426, 0.054910872131586075, 0.019521189853549004, 0.022330956533551216, 0.033663682639598846]"
U-SD04_final_extracted_pages_90_to_179.pdf,CHAPTER 7,"For more de- tails on the Query Mode, refer to the section  ’Query Mode’ on page 7. SDM Toolbar In addition to the standard toolbar buttons described in section ’The Basic Structure of SDM Forms’ on page 19 in this document, the SDM Toolbar of the Archive Filter Form con- tains the following button: ■ Update When this button is pressed, all TAs matching the ﬁlter criteria deﬁned in the Filter Def- inition Block are entered into the TA Table of the Filter TAs Worksheet. Filter Deﬁnition Block ■ Filter Name In this line a name for the ﬁlter can be entered. The following two lines serve for the deﬁnition of ﬁlter criteria that are used to determine a number of appropriate technological addresses for the TA Table. These technological ad- dresses are visible in the TA Table when the Filter TAs Worksheet is selected. For updating the TA Table after the ﬁlter deﬁnition has been changed, press button Update. Address syntax speciﬁcations may consist both of block names (substation names, feeder names, etc.) and block type names. For each parameter of both lines, the wildcard symbol (“*”) may be used. Usage of a wild- card symbol means that the technological addresses must be determined with all available network image entries of the respective parameter. The explicitly speciﬁed parameters re- main unchanged. Archive Filter Form The mixed usage of both input lines and usage of the wildcard symbol is subject to the fol- lowing restrictions: ■ Usage of a wildcard symbol for the parameter B1 is not possible and will be rejected. ■ Inputs in ﬁelds located one below the other are mutually exclusive. Direct TA Input ■ B1-Name ■ B2-Name ■ B3-Name ■ Element-Name ■ Info-Name In this line only block names may be speciﬁed. Typiﬁed TA Input ■ Block-Type (B1) ■ Block-Type (B2) ■ Block-Type (B3) ■ Element-Type ■ Info-Type In this line only block type names are allowed. Worksheet Selection Group The Worksheet Selection Group contains two radiobuttons for selecting either the Direct TAs Worksheet or the Filter TAs Worksheet. TA Table The TA Table consists of the following columns: ■ B1-Name ■ B2-Name ■ B3-Name ■ Element-Name Archive Filter Form ■ Info-Name ■ Job Interlock The content of the TA Table depends on the selected worksheet. Direct TAs Worksheet In this worksheet you can directly insert or delete a technological address (a modiﬁcation is not possible). The ﬁve parameters specify the technological address of a ﬁlter entry, i.e., the technological address of a data entry that will be stored. Operating of the parameters Elem and Info is subject to the following restrictions: ■ For value archives, only elements with the appropriate standard element type (pre-de- ﬁned during archive deﬁnition) may be selected or entered. Element speciﬁcations without the appropriate standard element type are automatically replaced by the ﬁrst element found in the database having the pre-deﬁned standard element type. Also, the input ﬁeld for the parameter Info is locked as this parameter is pre-deﬁned during archive deﬁnition. For message archives, this input ﬁeld is released. The standard element type and info pre-deﬁned during archive deﬁnition are displayed in the Master Block. ■ In case of special value archives, the input ﬁeld of the parameter Info is operable only if the parameter Info has been marked as irrelevant during archive deﬁnition (usage of the wildcard symbol). If the parameters Standard Element and Info have not been marked as irrelevant dur- ing archive deﬁnition (usage of a valid standard element and/or info), they are subject to the restrictions described for regular value archives (see previous bullet). Filter TAs Worksheet In this worksheet the TA Table displays all technological addresses matching the criteria en- tered in the Filter Deﬁnition Block.","[-0.019922779873013496, 0.056589171290397644, 0.012524592690169811, 0.005520490929484367, 0.012478229589760303, -0.028321078047156334, 0.022121703252196312, -0.008815565146505833, 0.02421465329825878, -0.022850262001156807, 0.03388461843132973, -0.05696007236838341, 0.07582312822341919, -0.04540909826755524, -0.004063372500240803, -0.023777518421411514, -0.03785857930779457, -0.0014372483128681779, 0.06517291814088821, -0.019445903599262238, 0.03618951514363289, 0.027049411088228226, -0.011113837361335754, -0.021817032247781754, 0.05468166992068291, 0.043607570230960846, -0.006047040224075317, 0.014001580886542797, 0.01314717996865511, -0.21809084713459015, -0.009676588699221611, 0.03327528014779091, 0.01589583419263363, -0.034017086029052734, -0.0043051219545304775, -0.046521808952093124, 0.013120686635375023, 0.013935348019003868, -0.02013472281396389, -0.011796033941209316, -0.000810521945822984, -0.03332826495170593, 0.06008625403046608, -0.010868776589632034, -0.03780559077858925, 0.018452413380146027, -0.027208369225263596, -0.017975538969039917, -0.018704097718000412, 0.010597222484648228, -0.060033269226551056, 0.031076356768608093, 0.06941180676221848, 0.052191320806741714, -0.008914913982152939, 0.003947465680539608, 0.03833545371890068, 0.08525465428829193, -0.01837293431162834, -0.01469040010124445, 0.06829909980297089, 0.0031559853814542294, -0.14285056293010712, 0.07216709107160568, 0.02677123434841633, 0.029274828732013702, -0.06040417030453682, -0.005291988141834736, -0.025221390649676323, 0.027155384421348572, 0.011981485411524773, 0.03812351077795029, -0.02584397792816162, 0.03931569680571556, 0.041806045919656754, -0.0022287284955382347, -0.007232604548335075, 0.01339224074035883, -0.007815452292561531, -0.030652467161417007, -0.05298611521720886, -0.038732849061489105, 0.014226771891117096, -0.030255071818828583, 0.02141963690519333, -0.01119331642985344, 0.015564670786261559, -0.05791382119059563, 0.019896285608410835, -0.07577013969421387, -0.008259210735559464, -0.03179166838526726, 0.04726361483335495, 0.08302924036979675, -0.051714446395635605, -0.04498521238565445, 0.01243186742067337, 0.029142362996935844, 0.026241373270750046, 0.3774730861186981, -0.03976607695221901, -0.0011135363020002842, -0.051078613847494125, -0.04416392743587494, -0.01706152968108654, -0.06437812745571136, 0.026055920869112015, -0.02111496590077877, -0.024890227243304253, -0.016505174338817596, -0.019127987325191498, -0.00341098103672266, 0.04469378665089607, -0.056589171290397644, -0.014107553288340569, -0.008226093836128712, 0.001529974048025906, -0.019737327471375465, 0.04405795410275459, -0.052853647619485855, -0.047316599637269974, -0.01768411509692669, 0.012570955790579319, 0.004480638075619936, 0.03070545382797718, 0.041170209646224976, 0.04434937611222267, 0.06845805794000626, 0.05960937961935997, 0.06151687726378441, 0.04336913302540779, -0.0412231981754303, -0.06199375540018082, -0.007663116790354252, 0.04477326571941376, 0.0555824339389801, 0.015167275443673134, -0.03966010734438896, -0.052191320806741714, -0.01996251940727234, -0.005450946278870106, 0.025539306923747063, 0.039713092148303986, -0.019525382667779922, -0.06575576961040497, 0.10406472533941269, -0.02985767461359501, -0.02160508744418621, -0.03290437534451485, -0.06745132058858871, -0.008093629032373428, 0.04079930856823921, 0.06427215784788132, 0.015312987379729748, 4.072272713528946e-05, 0.045541565865278244, -0.008504271507263184, 0.07020660489797592, -0.0529596209526062, -0.03187114745378494, 0.020333420485258102, -0.0555824339389801, -0.02726135589182377, 0.09760042279958725, 0.01306107733398676, -0.05446972697973251, -0.08456584066152573, 0.024876980111002922, -0.04336913302540779, -0.06363632529973984, -0.0448792390525341, -0.009285816922783852, -0.045727018266916275, 0.017088022083044052, -0.004427652340382338, 0.0030152411200106144, -0.039050765335559845, -0.057066045701503754, -0.053357016295194626, 0.005159522872418165, 0.0027056033723056316, -0.05452271178364754, -0.024969706311821938, -0.021008994430303574, 0.02047913335263729, 0.019260453060269356, -0.04530312865972519, 0.010676701553165913, 0.02612215466797352, 0.027552779763936996, 0.007245851214975119, 0.017657622694969177, -0.002887743292376399, 0.05897354334592819, -0.023168178275227547, -0.04106424003839493, 0.02063809148967266, 0.02417491376399994, 0.009802430868148804, -0.04972746968269348, 0.07682986557483673, 0.06729236245155334, -0.04654829949140549, 0.0293808002024889, -0.042309410870075226, 0.0094249052926898, 0.018227223306894302, -0.03128829970955849, 0.04662778228521347, -0.03022857755422592, -0.07879035174846649, 0.04657479375600815, 0.009140104986727238, -0.003346404293552041, 0.006894818041473627, -0.021008994430303574, 0.047157641500234604, -0.016942309215664864, -0.003944153897464275, 0.02287675440311432, 0.03412305936217308, 0.052562225610017776, -0.012683550827205181, -0.3291497528553009, 0.008961276151239872, -0.04935656487941742, 0.02887743152678013, 0.013120686635375023, -0.021830279380083084, 0.007100139278918505, -0.014014827087521553, -0.0030218642204999924, 0.03992503881454468, 0.03767312690615654, 0.0065769013017416, -0.029672224074602127, -0.014332744292914867, -0.0008245963836088777, 0.044905733317136765, 0.0396336130797863, -0.04933007061481476, -0.053171563893556595, 0.009616979397833347, 0.036110036075115204, 0.027393821626901627, 0.02126067876815796, -0.0264798104763031, 0.06708042323589325, 0.04143514111638069, 0.0915600061416626, -7.1458809543401e-05, 0.008828811347484589, -0.031076356768608093, -0.01673036627471447, 0.019459150731563568, -0.0012666992843151093, -0.06464306265115738, 0.014822865836322308, 0.0062059988267719746, -0.0438460111618042, 0.06363632529973984, 0.043104205280542374, -0.03253347426652908, -0.04450833424925804, 0.012034471146762371, -0.010484627448022366, -0.07418055832386017, 0.036110036075115204, 0.005705942399799824, -0.003854739712551236, -0.01576336845755577, 0.0031410830561071634, -0.0438460111618042, 0.06300049275159836, -0.021512363106012344, -0.014438715763390064, 0.018227223306894302, 0.022134948521852493, -0.048959169536828995, -0.010378655046224594, -0.03910375386476517, 0.019710835069417953, -0.07624702155590057, -0.012339141219854355, -0.002081360900774598, -0.017326459288597107, -0.04795243218541145, -0.03036104328930378, -3.534132338245399e-05, 0.0006722613470628858, 0.015683889389038086, 0.05499958619475365, -0.019048508256673813, -0.05754292011260986, 0.04413743317127228, 0.004192526452243328, 0.022466111928224564, 0.007093516178429127, 0.039872050285339355, -0.034335002303123474, 0.025618785992264748, -1.242508824361721e-05, -0.10316396504640579, 0.017631130293011665, -0.002424114616587758, 0.09654069691896439, 0.013458472676575184, -0.012915365397930145, 0.04705166816711426, 0.0571720190346241, -0.037408195436000824, 0.059185490012168884, -0.017101269215345383, -0.04265382140874863, -0.024453092366456985, -0.014226771891117096, 0.010915139690041542, 0.020995747298002243, 0.04591246694326401, -0.2721366882324219, 0.01981680653989315, 0.028003161773085594, 0.005083355121314526, 0.06342437863349915, -0.007524028420448303, 0.024294134229421616, -0.06289451569318771, -0.01706152968108654, -0.026108907535672188, -0.036163024604320526, 0.05258871987462044, 0.06384826451539993, -0.05266819894313812, -0.007139878813177347, 0.0017684116028249264, 0.028029654175043106, -0.05084017664194107, 0.03022857755422592, 0.0186776053160429, 0.029804689809679985, -0.04501170292496681, 0.21236833930015564, 0.0649079903960228, 0.04466729611158371, 0.00731208361685276, 0.004881345666944981, 0.0035467580892145634, 0.06729236245155334, 0.028029654175043106, 0.09616979956626892, -0.02842704951763153, 0.13172347843647003, -0.047475557774305344, -0.01014684047549963, -0.005527114029973745, -0.026757987216114998, 0.011153576895594597, 0.013696910813450813, -0.007338576950132847, -0.03783208504319191, 0.030122606083750725, -0.09458021074533463, -0.0035931209567934275, 0.03555368259549141, -0.03470590338110924, -0.0640072226524353, 0.02128717117011547, 0.019366424530744553, -0.024267639964818954, -0.04077281430363655, 0.04140864685177803, -0.0408787876367569, -0.008656606078147888, 0.04466729611158371, 0.00584171898663044, 0.0013511459110304713, 0.04124968871474266, -0.023022467270493507, -0.017260227352380753, -0.019724080339074135, 0.011233055964112282, 0.04493222385644913, 0.06257659941911697, 0.037620142102241516]"
U-SD04_final_extracted_pages_90_to_179.pdf,CHAPTER 7,Application Data Forms ,"[-0.06449193507432938, -0.013258427381515503, 0.05048451945185661, -0.09844612330198288, -0.01486152783036232, 0.04953842610120773, -0.012516007758677006, 0.005062249023467302, -0.03508424386382103, -0.01894811913371086, -0.04691039398312569, 0.017857486382126808, 0.04055055230855942, -0.011149430647492409, 0.06412401050329208, 0.010032516904175282, -0.0340593121945858, -0.03936793655157089, 0.006228438578546047, 0.027515508234500885, 0.06895959377288818, 0.02405964396893978, -0.0045497827231884, -0.01969710923731327, -0.0487237349152565, 0.0634407252073288, -0.04538613185286522, -0.04433492198586464, -0.04049799218773842, -0.06233694776892662, -0.016451487317681313, -0.002596825361251831, 0.026240911334753036, 0.04175944626331329, 0.016648590564727783, -0.020235855132341385, -0.015597376972436905, 0.06969544291496277, -0.05056335777044296, -0.0206694807857275, 0.00612660264596343, -0.016175543889403343, 0.015084910206496716, 0.0584474578499794, -0.011234842240810394, -0.05069475993514061, -0.05014287307858467, -0.012121803127229214, 0.05171969532966614, 0.005998485721647739, 0.0005822735838592052, -0.017318738624453545, -8.469247404718772e-05, 0.023047851398587227, 0.003574125235900283, 0.026188351213932037, 0.09050946682691574, 0.005486019421368837, -0.020380398258566856, 0.04835581034421921, 0.007371633313596249, -0.005226501263678074, -0.1367628425359726, 0.06733021140098572, 0.04927562177181244, 0.02772575058043003, -0.027147583663463593, -0.07006336748600006, 0.027147583663463593, -0.07190299034118652, -0.06927495449781418, -0.048986539244651794, -0.028645562008023262, 0.0730067640542984, 0.062074143439531326, -0.015242592431604862, -0.024624671787023544, -0.03786996006965637, -0.03016982041299343, -0.02503201551735401, -0.057764168828725815, 0.031878042966127396, 0.030853109434247017, 0.05934099107980728, -0.014940368942916393, -0.00308301136828959, -0.014651285484433174, 0.002726584440097213, -0.0035971205215901136, -0.04252157732844353, 0.03755459561944008, -0.034374672919511795, 0.015873320400714874, 0.011898420751094818, -0.02361287921667099, -0.057291124016046524, 0.0009083139593712986, 0.037265509366989136, -0.007890669628977776, 0.2937089800834656, -0.0775795429944992, -0.014020557515323162, -0.029828177765011787, -0.042652979493141174, -0.00826516468077898, 0.00880391150712967, 0.023455196991562843, -0.04914421960711479, -0.05200877785682678, 0.033428583294153214, -0.01660916954278946, -0.012548858299851418, -0.012483158148825169, -0.046016860753297806, -0.018067728728055954, 0.01509805116802454, -0.04346767067909241, -0.022482823580503464, -0.021838955581188202, 0.0012401031563058496, 0.02114252746105194, -0.005183795467019081, 0.019657688215374947, 0.0073584928177297115, 0.00042089595808647573, -0.03511052206158638, 0.033454861491918564, 0.05566174164414406, -0.00030612479895353317, 0.08677765727043152, 0.06622643768787384, 0.029985858127474785, -0.15242592990398407, -0.051903657615184784, 0.029118608683347702, -0.005653556436300278, 0.02833019755780697, 0.01255542878061533, 0.02283760905265808, 0.021812675520777702, -0.03574125096201897, -0.028960926458239555, -0.032482489943504333, -0.014007416553795338, -0.07647576928138733, 0.15410786867141724, -0.03306065872311592, 0.025675885379314423, -0.060234520584344864, -0.03647710010409355, 0.004677899181842804, 0.10075879096984863, 0.0011801511282101274, 0.013928576372563839, -0.0015825687441974878, 0.031352438032627106, 0.011964120902121067, -0.0085542481392622, 0.025623323395848274, 0.030774269253015518, -0.007870959118008614, -0.0032801139168441296, -0.015492255799472332, 0.16640706360340118, -0.002296244027093053, -0.1321375072002411, 0.017739223316311836, 0.05555662140250206, 0.057816728949546814, 0.039157696068286896, 0.025689024478197098, 0.041338961571455, -0.039630740880966187, -0.00164252077229321, 0.053322792053222656, -0.0064058308489620686, 0.023731140419840813, 0.006238293834030628, 0.03608289733529091, 0.0023438772186636925, 0.038290444761514664, 0.023547178134322166, -0.011372813954949379, -0.03994610533118248, 0.01882985793054104, -0.02380998060107231, -0.057659048587083817, -0.02405964396893978, 0.049512144178152084, -0.012647409923374653, -0.07521431148052216, -0.034295834600925446, -0.05150945112109184, -0.035347048193216324, -0.05955123156309128, -0.009027293883264065, 0.013836595229804516, -0.07190299034118652, 0.00890246219933033, -0.0878814309835434, 0.04446632042527199, 0.029565373435616493, 0.011648757383227348, 0.04630594700574875, 0.011517355218529701, 0.039157696068286896, -0.02494003437459469, 0.010814356617629528, 0.053795840591192245, -0.015426554717123508, -0.08141646534204483, 0.003436153521761298, 0.1462237685918808, -0.011826149187982082, -0.02289016917347908, 0.03069542720913887, -0.05602966621518135, 0.025794146582484245, 0.0072993622161448, 0.02391510270535946, 0.00879077147692442, 0.00913898553699255, 0.0182516910135746, -0.3071645200252533, 0.017121637240052223, 0.0014725198270753026, -0.04147036373615265, -0.017345018684864044, 0.018842998892068863, 0.04777764528989792, 0.008928743191063404, -0.021602433174848557, 0.06144341826438904, 0.07647576928138733, -0.008974733762443066, -0.0007038201438263059, 0.037344351410865784, 0.028014833107590675, -0.009625171311199665, 0.01897439919412136, 0.021208228543400764, -0.059708915650844574, 0.016188684850931168, -0.03229852765798569, -0.032929256558418274, 0.061128053814172745, -0.02663511596620083, 0.03503168374300003, 0.021812675520777702, 0.11983831226825714, -0.03597777336835861, -0.031431276351213455, -0.03603033348917961, 0.04977494850754738, 0.010413581505417824, -0.03794879838824272, -0.09424126893281937, -0.003063301322981715, -0.027489228174090385, -0.06995824724435806, 0.11058763414621353, 0.027909712865948677, -0.019539427012205124, 0.026569414883852005, -0.00913898553699255, 0.012719680555164814, -0.067908376455307, 0.1118490919470787, -0.017647242173552513, -0.027988553047180176, -0.05413748323917389, -0.013784034177660942, 0.0012171078706160188, -0.001268847263418138, -0.016122983768582344, 0.09497711807489395, 0.018264830112457275, 0.04869745671749115, -0.0685391053557396, -0.012811661697924137, 0.028593001887202263, 0.029039766639471054, 0.002738082082942128, 0.0077986884862184525, -0.04175944626331329, 6.267243588808924e-05, -0.03455863520503044, 0.00683288648724556, -0.01140566449612379, -0.06149597838521004, -0.017883766442537308, 0.03466375917196274, -0.05387468263506889, -0.056345030665397644, -0.008481977507472038, -0.005778388120234013, 0.02002561278641224, -0.01082092709839344, -0.0005900755641050637, -0.0027085167821496725, -0.007654146756976843, 0.037764836102724075, -0.010755226016044617, -0.044597722589969635, 0.04099731892347336, 0.04354650899767876, -0.004178572911769152, 0.053743280470371246, 0.05976147577166557, 0.035820093005895615, 0.011234842240810394, 0.04935446381568909, -0.0633355975151062, 0.002263393485918641, -0.0315101183950901, -0.00833086483180523, 0.00396504532545805, 0.07137738168239594, -0.02819879725575447, -0.2823558747768402, 0.018659036606550217, 0.006054331548511982, 0.025925546884536743, 0.0002933952782768756, -0.027042461559176445, -0.009559471160173416, 0.02969677560031414, -0.034821439534425735, 0.007253371644765139, -0.07637064158916473, -0.00999966636300087, -0.0036858166567981243, -0.0780525878071785, -0.01675371080636978, 0.08425474166870117, 0.07100945711135864, -0.039210256189107895, 0.016017861664295197, -0.047409720718860626, 0.02294272929430008, 0.005499159451574087, 0.18196502327919006, -0.0018018452683463693, 0.020708901807665825, 0.05153573304414749, -0.031010791659355164, 0.04567521810531616, 0.05655527487397194, 0.0391051359474659, 0.030774269253015518, -0.06874934583902359, 0.13718333840370178, -0.0026904488913714886, -0.003278471529483795, 0.02658255584537983, -0.03261389210820198, 0.030853109434247017, 0.01752898097038269, 0.02041981741786003, -0.024900615215301514, -0.01852763444185257, -0.0776846632361412, -0.00011128078040201217, 0.04580662027001381, -0.009979955852031708, -0.011366243474185467, -0.012522578239440918, 0.004155577626079321, 0.039735861122608185, -0.04785648360848427, -0.0414440855383873, -0.03274529427289963, -0.020209575071930885, 0.047068074345588684, 0.06265231221914291, -0.026792798191308975, 0.04869745671749115, 0.003498569130897522, -0.016175543889403343, 0.04927562177181244, 0.029039766639471054, 0.019237203523516655, -0.02224630117416382, 0.03600405529141426]"
